id,numRecord,codeType,coder,comment,occurred,typeRequestor,typeSolicitud,typeDerivacion,typeOffer,saludoProt,preguntaPolPub,quejaMuni,tags (skip),Sys.time()
6541,262,2,Richard,,1,individuo,subvención,Corporación de desarollo,"proyecto, bien/servicio, información",0,0,0,,2022-08-22 22:07:16
11051,263,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 22:07:24
1757,264,2,Richard,,1,empresa,entrevista para estudio,,,0,0,0,,2022-08-22 22:09:06
1628,265,2,Richard,,1,organización,convenio,,"información, proyecto",0,0,0,,2022-08-22 22:10:22
8522,266,2,Richard,Partido Comunista de Chile,1,organización,información,,"información, proyecto",1,0,0,,2022-08-22 22:12:13
13549,267,2,Richard,,1,individuo,,Jefe de Prensa,"proyecto, bien/servicio",0,0,0,?,2022-08-22 22:17:01
9266,268,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:17:12
51,269,2,Richard,,1,organización,información,,bien/servicio,0,0,0,,2022-08-22 22:17:45
5103,270,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:18:13
2610,271,2,Richard,,1,organización,subvención,,,0,0,0,,2022-08-22 22:18:30
14573,272,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 22:18:40
3728,273,2,Richard,,1,organización,"información, infraestructura urbana/rural",,,0,0,0,,2022-08-22 22:21:51
14094,274,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-22 22:22:08
3980,275,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:22:17
14577,276,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-22 22:24:23
4710,277,2,Richard,,1,organización,infraestructura urbana/rural,,,0,0,0,,2022-08-22 22:25:40
14470,278,2,Richard,,1,individuo,,,información,0,0,0,,2022-08-22 22:26:00
12218,279,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-22 22:26:13
11446,280,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-22 22:26:24
1047,281,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:26:32
8534,282,2,Richard,,1,empresa,deuda de la municipalidad,,"información, bien/servicio",0,0,1,,2022-08-22 22:31:31
5462,283,2,Richard,,1,organización,transporte,,,0,0,0,,2022-08-22 22:31:44
38,284,2,Richard,,0,institución,,Oficina del Jefe de Servicios Traspasados,información,0,0,0,,2022-08-22 22:33:43
9122,285,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:33:50
9846,286,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:33:58
1235,287,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 22:34:12
3946,288,2,Richard,,1,individuo,"ayuda social/económica, asistencia legal",,,0,0,0,,2022-08-22 22:35:05
8203,289,2,Richard,,1,empresa,,,información,0,0,0,,2022-08-22 22:35:29
9163,290,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:35:37
258,291,2,Richard,,1,empresa,,,"información, bien/servicio",0,0,0,,2022-08-22 22:36:31
1371,292,2,Richard,,1,empresa,,,"información, bien/servicio, proyecto",0,0,0,,2022-08-22 22:46:33
6044,293,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 22:46:44
10583,294,2,Richard,,1,individuo,,,bien/servicio,0,0,0,,2022-08-22 22:47:24
10500,295,2,Richard,,1,organización,infraestructura urbana/rural,,,0,0,0,,2022-08-22 22:47:48
11221,296,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-22 22:47:56
700,297,2,Richard,,1,individuo,materiales de construccion,,,0,0,0,,2022-08-22 22:48:16
8792,298,2,Richard,,1,individuo,materiales de construccion,,,0,0,0,,2022-08-22 22:48:27
1009,299,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:48:33
9033,300,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:48:39
1958,301,2,Richard,,1,individuo,ayuda social/económica,depto. social,,0,0,0,,2022-08-22 22:49:05
12574,302,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:49:13
6389,303,2,Richard,,0,empresa,,,,0,0,0,,2022-08-22 22:49:34
12567,304,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:49:42
13587,305,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 22:49:56
9140,306,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:50:02
2327,307,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-22 22:50:30
3895,308,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:50:44
11405,309,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:50:51
763,310,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 22:51:00
9854,311,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 22:51:06
7886,312,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-22 22:51:21
7174,313,2,Richard,,1,empresa,,,"información, bien/servicio",0,0,0,,2022-08-22 22:53:25
4331,314,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-22 22:53:38
8327,315,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-22 22:54:19
13207,316,2,Richard,,1,organización,no especificado,,,1,0,0,,2022-08-22 22:55:20
1208,317,2,Richard,,1,organización,asistencia legal,,,0,0,0,,2022-08-22 22:56:26
7104,318,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-22 22:56:53
11336,319,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-22 22:57:00
3808,320,2,Richard,,1,empresa,"información, patente/permiso/autorización",,proyecto,0,0,0,,2022-08-22 22:59:48
138,321,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-22 23:00:01
9645,322,2,Richard,,1,individuo,empleo,,información,0,0,0,,2022-08-22 23:00:14
4335,323,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-22 23:00:34
6552,324,2,Richard,,0,empresa,,Dirección de Administración y Finanzas,,0,0,0,,2022-08-22 23:01:13
9488,325,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 23:01:21
11829,326,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:01:28
7263,327,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 23:01:40
5515,328,2,Richard,,1,organización,patente/permiso/autorización,,información,0,0,0,,2022-08-22 23:01:57
10621,329,2,Richard,,1,empresa,,DEPTO DE ADMINISTRACION Y FINANZAS,bien/servicio,0,0,0,,2022-08-22 23:02:26
2319,330,2,Richard,,1,empresa,,,proyecto,0,0,0,,2022-08-22 23:03:12
4836,331,2,Richard,,1,institución,,,información,0,0,0,,2022-08-22 23:03:38
14805,332,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:03:50
8158,333,2,Richard,,1,individuo,,,proyecto,0,0,0,,2022-08-22 23:04:03
618,334,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:04:23
11724,335,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:04:29
13515,336,2,Richard,,1,empresa,,Dirección de salud,"información, bien/servicio, proyecto",0,0,0,,2022-08-22 23:06:11
9581,337,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:06:22
16,338,2,Richard,,1,individuo,,DIDECO,proyecto,0,0,0,,2022-08-22 23:07:32
14274,339,2,Richard,,1,empresa,infraestructura urbana/rural,,,0,0,0,,2022-08-22 23:08:23
3639,340,2,Richard,,1,individuo,,"ADMINISTRADOR MUNICIPAL, DIPROCIG",,0,0,1,?,2022-08-22 23:10:07
10336,341,2,Richard,,1,individuo,,,presente,0,0,0,,2022-08-22 23:10:23
1560,342,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-22 23:10:50
14134,343,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:10:59
2746,344,2,Richard,,1,,,,,0,0,0,?,2022-08-22 23:12:40
6312,345,2,Richard,,1,empresa,no especificado,,"información, proyecto",0,0,0,,2022-08-22 23:13:58
10637,346,2,Richard,,1,organización,alianza,,"información, proyecto",0,0,0,,2022-08-22 23:35:03
13799,347,2,Richard,,1,individuo,infraestructura urbana/rural,,proyecto,0,0,0,?,2022-08-22 23:36:14
6756,348,2,Richard,,1,organización,patente/permiso/autorización,,información,0,0,0,,2022-08-22 23:37:00
6897,349,2,Richard,,1,organización,"subvención, infraestructura urbana/rural",,,0,0,0,,2022-08-22 23:37:43
882,350,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:37:50
3393,351,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,?,2022-08-22 23:38:28
13216,352,2,Richard,Roberto Neira Aburto,1,,,,,0,0,0,?,2022-08-22 23:38:47
4012,353,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:39:19
13732,354,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:39:30
9632,355,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 23:39:37
4048,356,2,Richard,,1,organización,información,,proyecto,0,0,0,,2022-08-22 23:40:31
14743,357,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:40:38
4008,358,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:40:47
2613,359,2,Richard,,1,organización,subvención,,,0,0,0,,2022-08-22 23:41:10
14191,360,2,Richard,,1,individuo,,,"proyecto, bien/servicio",0,0,0,,2022-08-22 23:41:50
2766,361,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 23:42:05
11511,362,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-22 23:42:52
11746,363,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:42:57
2732,364,2,Richard,,1,individuo,"patente/permiso/autorización, ayuda con postulacion",,,0,0,0,,2022-08-22 23:43:25
14077,365,2,Richard,,1,individuo,fiscalización,,,0,0,0,,2022-08-22 23:44:38
11021,366,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:45:00
14960,367,2,Richard,,1,individuo,deuda de la municipalidad,,,0,0,1,,2022-08-22 23:46:12
3844,368,2,Richard,,1,individuo,ayuda con postulacion,DIDECO,,0,0,0,?,2022-08-22 23:46:53
1462,369,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:47:02
9683,370,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:47:08
5297,371,2,Richard,OFICINAS DE ENEL,1,empresa,"no especificado, infraestructura urbana/rural",,,0,0,0,,2022-08-22 23:49:51
11995,372,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-22 23:50:04
14286,373,2,Richard,,1,individuo,practica profesional,,,0,0,0,,2022-08-22 23:50:18
1343,374,2,Richard,,1,empresa,,,información,1,0,0,,2022-08-22 23:51:42
840,375,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-22 23:51:48
9678,376,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-22 23:51:54
80,377,2,Richard,,1,organización,infraestructura urbana/rural,,,0,0,0,,2022-08-22 23:52:09
14182,378,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-22 23:52:20
5855,379,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-22 23:52:30
11169,380,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-22 23:52:38
5195,381,2,Richard,,1,institución,,,proyecto,0,0,0,?,2022-08-22 23:55:25
5314,382,2,Richard,,1,empresa,,,,0,0,0,,2022-08-22 23:56:03
10485,383,2,Richard,,1,organización,no especificado,,información,0,0,0,,2022-08-22 23:56:49
13685,384,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-22 23:57:12
10844,385,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-22 23:57:37
4084,386,2,Richard,,1,organización,asistencia legal,,,0,0,0,?,2022-08-22 23:57:53
11238,387,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-22 23:58:03
1653,388,2,Richard,,1,individuo,"empleo, ayuda social/económica",,,0,0,0,,2022-08-22 23:58:20
10707,389,2,Richard,,1,organización,no especificado,,información,0,0,0,,2022-08-22 23:59:05
2984,390,2,Richard,,1,organización,subvención,Administración municipal,,0,0,0,,2022-08-22 23:59:43
14570,391,2,Richard,,1,individuo,"infraestructura urbana/rural, ayuda social/económica",,,0,0,0,,2022-08-23 00:00:08
7083,392,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-23 00:00:26
5203,393,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-23 00:00:55
4731,394,2,Richard,,1,organización,asistencia legal,,,0,0,0,,2022-08-23 00:01:32
6341,395,2,Richard,,1,empresa,deuda de la municipalidad,,,0,0,0,,2022-08-23 00:02:05
15040,396,2,Richard,,1,individuo,transporte,,,0,0,0,,2022-08-23 00:02:44
12114,397,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-23 00:02:51
11262,398,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 00:03:00
3314,399,2,Richard,,1,organización,no especificado,,,0,0,0,,2022-08-23 00:03:50
12913,400,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 00:03:58
13910,401,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 00:04:05
7204,402,2,Richard,,1,individuo,información,,proyecto,0,0,0,,2022-08-23 00:04:55
2492,403,2,Richard,,1,empresa,,,información,0,0,0,,2022-08-23 00:05:12
2360,404,2,Richard,,1,empresa,,,"información, bien/servicio",0,0,0,,2022-08-23 00:05:54
13911,405,2,Richard,,1,organización,patente/permiso/autorización,,,0,0,0,,2022-08-23 00:06:35
5208,406,2,Richard,,1,empresa,"ayuda con postulacion, respaldo alcaldia",,proyecto,0,0,0,,2022-08-23 00:11:27
12839,407,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 00:11:37
7008,408,2,Richard,,1,organización,"infraestructura urbana/rural, no especificado",,,0,0,0,,2022-08-23 00:12:03
12917,409,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 00:12:12
7145,410,2,Richard,,1,empresa,,,información,1,0,0,,2022-08-23 00:12:43
14244,411,2,Richard,,1,individuo,transporte,,,0,0,0,,2022-08-23 19:10:40
790,412,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 19:11:14
4056,413,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 19:11:28
14393,414,2,Richard,,1,individuo,fiscalización,,información,0,0,0,,2022-08-23 20:23:25
3828,415,2,Richard,,1,individuo,"asistencia legal, empleo",,,0,0,0,,2022-08-23 20:24:09
7837,416,2,Richard,,1,empresa,ayuda social/económica,,información,0,0,1,,2022-08-23 20:26:30
3918,417,2,Richard,,1,individuo,patente/permiso/autorización,,información,0,0,0,,2022-08-23 20:26:49
11516,418,2,Richard,,1,individuo,información,,,0,0,0,,2022-08-23 20:27:20
7349,419,2,Richard,,1,individuo,practica profesional,,,0,0,0,,2022-08-23 20:27:55
9820,420,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 20:28:24
3544,421,2,Richard,,1,individuo,no especificado,DOM (Direccion de obras),,0,0,1,,2022-08-23 20:57:16
10024,422,2,Richard,,1,empresa,fiscalización,,"información, proyecto",0,0,0,,2022-08-23 21:03:12
13854,423,2,Richard,,1,individuo,infraestructura urbana/rural,,información,0,0,0,,2022-08-23 21:03:29
7396,424,2,Richard,,1,individuo,no especificado,,información,0,0,0,,2022-08-23 21:03:59
2512,425,2,Richard,,1,individuo,,,información,0,0,1,,2022-08-23 21:04:46
1695,426,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:04:54
8874,427,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:05:05
11885,428,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:05:13
10781,429,2,Richard,,1,empresa,convenio,,proyecto,0,0,0,,2022-08-23 21:06:40
294,430,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:06:49
5754,431,2,Richard,,1,individuo,"asistencia legal, patente/permiso/autorización",,,0,0,0,,2022-08-23 21:07:09
1382,432,2,Richard,,1,organización,subvención,,proyecto,0,0,0,,2022-08-23 21:08:49
3367,433,2,Richard,,1,empresa,,,proyecto,0,0,0,,2022-08-23 21:09:31
3910,434,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:09:48
2785,435,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-23 21:10:03
7216,436,2,Richard,,1,empresa,,,proyecto,0,0,0,,2022-08-23 21:10:38
6915,437,2,Richard,,1,organización,ayuda social/económica,,,0,0,0,,2022-08-23 21:10:57
1336,438,2,Richard,,0,empresa,,,bien/servicio,0,0,0,,2022-08-23 21:11:37
9887,439,2,Richard,,1,individuo,,,proyecto,0,0,0,,2022-08-23 21:11:58
2563,440,2,Richard,,1,empresa,,,"bien/servicio, información",0,0,0,,2022-08-23 21:12:25
603,441,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:12:32
2989,442,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:12:43
13228,443,2,Richard,Roberto Neira Aburto,1,individuo,,,"información, proyecto",0,0,0,?,2022-08-23 21:13:10
4270,444,2,Richard,,1,organización,,,proyecto,0,0,0,,2022-08-23 21:13:30
216,445,2,Richard,,1,individuo,no especificado,,,0,0,1,?,2022-08-23 21:15:10
13914,446,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 21:15:32
11416,447,2,Richard,,1,individuo,practica profesional,,,0,0,0,,2022-08-23 21:15:43
8254,448,2,Richard,,1,organización,vivienda,,información,1,0,0,,2022-08-23 21:16:24
1968,449,2,Richard,,1,individuo,"material construccion, ayuda social/económica",depto. social,,0,0,0,,2022-08-23 21:17:15
30,450,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-23 21:17:50
10181,451,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-23 21:18:01
12336,452,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:18:08
7911,453,2,Richard,,1,organización,"patente/permiso/autorización, infraestructura urbana/rural",,proyecto,0,0,0,,2022-08-23 21:18:59
9617,454,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 21:19:08
7593,455,2,Richard,,1,individuo,"subvención, ayuda social/económica",,,0,0,0,,2022-08-23 21:19:51
12743,456,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:19:58
4915,457,2,Richard,,1,organización,,DIDECO,proyecto,0,0,0,,2022-08-23 21:20:51
5942,458,2,Richard,,1,organización,subvención,,,0,0,0,,2022-08-23 21:21:15
10001,459,2,Richard,,1,individuo,no especificado,,,0,0,0,?,2022-08-23 21:22:03
3007,460,2,Richard,,1,empresa,,Administración municipal,bien/servicio,0,0,0,,2022-08-23 21:23:12
11124,461,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:23:20
4011,462,2,Richard,,1,organización,no especificado,,información,0,0,0,,2022-08-23 21:24:05
4552,463,2,Richard,,1,empresa,,,,1,0,0,,2022-08-23 21:24:17
2851,464,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:24:28
9010,465,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:24:36
1885,466,2,Richard,,1,individuo,empleo,OMIL (Información laboral),,0,0,0,,2022-08-23 21:24:48
6940,467,2,Richard,,1,organización,,,"información, proyecto",0,0,0,,2022-08-23 21:25:24
10460,468,2,Richard,,1,organización,"infraestructura urbana/rural, presencia autoridad política",,proyecto,0,0,0,,2022-08-23 21:26:19
13955,469,2,Richard,,1,individuo,asistencia legal,,,0,0,0,,2022-08-23 21:26:45
5953,470,2,Richard,,1,organización,"no especificado, infraestructura urbana/rural",,,0,0,0,,2022-08-23 21:27:30
14152,471,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:27:37
5225,472,2,Richard,,1,empresa,fiscalización,,,0,0,0,,2022-08-23 21:28:53
4956,473,2,Richard,,1,organización,no especificado,,,0,0,0,,2022-08-23 21:29:35
12814,474,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:29:43
8929,475,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:29:52
6754,476,2,Richard,,1,institución,subvención,,,1,0,1,,2022-08-23 21:30:40
15057,477,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:30:47
1186,478,2,Richard,,1,organización,empleo,,información,0,0,0,,2022-08-23 21:31:22
3785,479,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-23 21:31:43
2864,480,2,Richard,,1,individuo,"no especificado, ayuda social/económica",,,0,0,0,,2022-08-23 21:32:06
5141,481,2,Richard,,1,organización,,,"información, proyecto",0,0,0,,2022-08-23 21:32:34
5471,482,2,Richard,,1,organización,,,información,1,0,0,,2022-08-23 21:37:49
1513,483,2,Richard,,1,individuo,,,"información, proyecto",0,0,0,,2022-08-23 21:38:36
6918,484,2,Richard,,1,organización,,,,0,0,0,?,2022-08-23 21:38:52
11016,485,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:39:00
13870,486,2,Richard,,1,individuo,,Dirección Ambiental Municipal,información,0,0,0,,2022-08-23 21:39:43
7414,487,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:39:53
2648,488,2,Richard,,1,organización,"no especificado, presencia autoridad política",,,0,0,0,,2022-08-23 21:40:52
1299,489,2,Richard,,0,institución,"infraestructura urbana/rural, no especificado",,,0,0,0,,2022-08-23 21:42:28
14435,490,2,Richard,,1,individuo,ayuda social/económica,alcalde subrogante,,0,0,0,,2022-08-23 21:42:53
12576,491,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:43:03
2222,492,2,Richard,,1,empresa,información,,,0,0,0,,2022-08-23 21:44:08
14284,493,2,Richard,,1,organización,transporte,,,0,0,0,,2022-08-23 21:44:16
9119,494,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 21:44:26
10422,495,2,Richard,,1,organización,"infraestructura urbana/rural, no especificado",,,0,0,0,,2022-08-23 21:44:50
265,496,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-23 21:45:18
14986,497,2,Richard,,1,individuo,fiscalización,,información,0,0,0,,2022-08-23 21:45:46
4224,498,2,Richard,,1,empresa,,,bien/servicio,0,0,0,,2022-08-23 21:46:12
15,499,2,Richard,,1,individuo,fiscalización,Dirección de tránsito,,0,0,0,,2022-08-23 21:46:58
15017,500,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 21:47:19
12516,501,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 21:47:31
3814,502,2,Richard,,1,empresa,,,"bien/servicio, información",0,0,0,,2022-08-23 21:47:49
14224,503,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:48:03
13865,504,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 21:48:13
642,505,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 21:48:20
13972,506,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 21:48:29
6517,507,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 21:48:57
13660,508,2,Richard,,1,empresa,,Dirección de seguridad,bien/servicio,0,0,0,,2022-08-23 21:49:20
1686,509,2,Richard,,1,empresa,,Oficina de Secplan,"proyecto, bien/servicio",0,0,0,,2022-08-23 21:50:02
10165,510,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-23 21:50:45
5200,511,2,Richard,,1,empresa,,,"bien/servicio, información",0,0,0,,2022-08-23 22:52:10
4989,512,2,Richard,,1,individuo,,,"información, proyecto",0,0,0,,2022-08-23 22:54:26
15174,513,2,Richard,,1,empresa,patente/permiso/autorización,,,0,0,0,,2022-08-23 22:54:40
2873,514,2,Richard,,1,empresa,,,información,1,0,0,,2022-08-23 22:54:50
12148,515,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 22:55:01
5562,516,2,Richard,,1,organización,infraestructura urbana/rural,,,0,0,0,,2022-08-23 22:55:36
2527,517,2,Richard,,1,empresa,,,"proyecto, bien/servicio",0,0,0,,2022-08-23 22:56:08
11162,518,2,Richard,,1,individuo,patente/permiso/autorización,,,0,0,0,,2022-08-23 22:56:25
1086,519,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 22:56:32
3491,520,2,Richard,,1,individuo,,COMUDEF,proyecto,0,0,0,,2022-08-23 22:57:04
9468,521,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 22:57:13
4436,522,2,Richard,,1,organización,infraestructura urbana/rural,,información,0,0,0,,2022-08-23 22:57:39
13938,523,2,Richard,,1,individuo,infraestructura urbana/rural,DOM (Direccion de obras),,0,0,0,?,2022-08-23 22:58:50
4345,524,2,Richard,,1,empresa,,,"bien/servicio, información",0,0,0,,2022-08-23 22:59:11
4465,525,2,Richard,,1,individuo,empleo,,información,0,0,0,,2022-08-23 22:59:34
1124,526,2,Richard,,1,institución,,,,1,0,0,,2022-08-23 22:59:48
5800,527,2,Richard,,1,individuo,no especificado,,información,0,0,0,,2022-08-23 23:02:33
6995,528,2,Richard,,1,organización,subvención,,,0,0,0,,2022-08-23 23:02:45
5865,529,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-23 23:02:52
6560,530,2,Richard,,1,individuo,,,proyecto,0,0,0,?,2022-08-23 23:03:28
11130,531,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 23:03:40
11071,532,2,Richard,,1,individuo,ayuda social/económica,,,0,0,0,,2022-08-23 23:03:48
577,533,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 23:04:31
12031,534,2,Richard,,1,individuo,vivienda,,,0,0,0,,2022-08-23 23:04:38
15072,535,2,Richard,,1,organización,"información, infraestructura urbana/rural, fiscalización",,información,0,0,0,,2022-08-23 23:05:43
10674,536,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 23:06:43
6026,537,2,Richard,,1,individuo,infraestructura urbana/rural,,,0,0,0,,2022-08-23 23:06:52
7046,538,2,Richard,,1,institución,,,"información, proyecto",0,0,0,,2022-08-23 23:08:03
7020,539,2,Richard,,1,individuo,información,,"proyecto, información",0,1,0,,2022-08-23 23:09:16
6660,540,2,Richard,,1,organización,infraestructura urbana/rural,,proyecto,1,0,0,,2022-08-23 23:10:06
8553,541,2,Richard,,1,organización,infraestructura urbana/rural,,información,0,0,0,,2022-08-23 23:10:44
11303,542,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 23:10:50
14637,543,2,Richard,,1,individuo,empleo,,,0,0,0,,2022-08-23 23:10:58
131,544,2,Richard,,1,organización,,,información,0,0,0,,2022-08-23 23:11:24
13132,545,2,Richard,,1,individuo,no especificado,,,0,0,0,,2022-08-23 23:11:47
174,546,2,Richard,,1,organización,,,información,0,0,0,,2022-08-23 23:12:17
